Name,Nomenclature Name
qDII-CLV3-DR5-E27-LD-SAM4.czi,qDII-DR5-CLV3-LD_E27_170817_sam04_t00
qDII-CLV3-DR5-E27-LD-SAM4-T5.czi,qDII-DR5-CLV3-LD_E27_170817_sam04_t05
qDII-CLV3-DR5-E27-LD-SAM4-T10.czi,qDII-DR5-CLV3-LD_E27_170817_sam04_t10
qDII-CLV3-DR5-E27-LD-SAM7.czi,qDII-DR5-CLV3-LD_E27_170817_sam07_t00
qDII-CLV3-DR5-E27-LD-SAM7-T5.czi,qDII-DR5-CLV3-LD_E27_170817_sam07_t05
qDII-CLV3-DR5-E27-LD-SAM7-T10.czi,qDII-DR5-CLV3-LD_E27_170817_sam07_t10
qDII-CLV3-DR5-E27-LD-SAM9.czi,qDII-DR5-CLV3-LD_E27_170817_sam09_t00
qDII-CLV3-DR5-E27-LD-SAM9-T5.czi,qDII-DR5-CLV3-LD_E27_170817_sam09_t05
qDII-CLV3-DR5-E27-LD-SAM9-T10.czi,qDII-DR5-CLV3-LD_E27_170817_sam09_t10
qDII-CLV3-DR5-E27-LD-SAM10.czi,qDII-DR5-CLV3-LD_E27_170817_sam10_t00
qDII-CLV3-DR5-E27-LD-SAM10-T5.czi,qDII-DR5-CLV3-LD_E27_170817_sam10_t05
qDII-CLV3-DR5-E27-LD-SAM10-T10.czi,qDII-DR5-CLV3-LD_E27_170817_sam10_t10
qDII-CLV3-DR5-E27-LD-SAM11.czi,qDII-DR5-CLV3-LD_E27_170817_sam11_t00
qDII-CLV3-DR5-E27-LD-SAM11-T5.czi,qDII-DR5-CLV3-LD_E27_170817_sam11_t05
qDII-CLV3-DR5-E27-LD-SAM11-T10.czi,qDII-DR5-CLV3-LD_E27_170817_sam11_t10
qDII-CLV-pAHP6-test-SAM1.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam01_t00
qDII-CLV-pAHP6-test-SAM2.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam02_t00
qDII-CLV-pAHP6-test-SAM3.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam03_t00
qDII-CLV-pAHP6-test-SAM4.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam04_t00
qDII-CLV-pAHP6-test-SAM5.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam05_t00
qDII-CLV-pAHP6-test-SAM6.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam06_t00
qDII-CLV-pAHP6-test-SAM7.czi,qDII-AHP6-CLV3-LD_TEST_170829_sam07_t00
qDII-CLV3-DR5-E31-LD-SAM1.czi,qDII-DR5-CLV3-LD_E31_171102_sam01_t00
qDII-CLV3-DR5-E31-LD-SAM1-T5.czi,qDII-DR5-CLV3-LD_E31_171102_sam01_t05
qDII-CLV3-DR5-E31-LD-SAM1-T10.czi,qDII-DR5-CLV3-LD_E31_171102_sam01_t10
qDII-CLV3-DR5-E31-LD-SAM1-T14.czi,qDII-DR5-CLV3-LD_E31_171102_sam01_t14
qDII-CLV3-DR5-E31-LD-SAM4.czi,qDII-DR5-CLV3-LD_E31_171102_sam04_t00
qDII-CLV3-DR5-E31-LD-SAM4-T5.czi,qDII-DR5-CLV3-LD_E31_171102_sam04_t05
qDII-CLV3-DR5-E31-LD-SAM4-T10.czi,qDII-DR5-CLV3-LD_E31_171102_sam04_t10
qDII-CLV3-DR5-E31-LD-SAM4-T14.czi,qDII-DR5-CLV3-LD_E31_171102_sam04_t14
qDII-CLV3-DR5-E31-LD-SAM11.czi,qDII-DR5-CLV3-LD_E31_171102_sam11_t00
qDII-CLV3-DR5-E31-LD-SAM11-T5.czi,qDII-DR5-CLV3-LD_E31_171102_sam11_t05
qDII-CLV3-DR5-E31-LD-SAM11-T10.czi,qDII-DR5-CLV3-LD_E31_171102_sam11_t10
qDII-CLV3-DR5-E31-LD-SAM11-T14.czi,qDII-DR5-CLV3-LD_E31_171102_sam11_t14
qDII-CLV3-DR5-E33-LD-SAM1.czi,qDII-DR5-CLV3-LD_E33_171106_sam01_t00
qDII-CLV3-DR5-E33-LD-SAM1-T5.czi,qDII-DR5-CLV3-LD_E33_171106_sam01_t05
qDII-CLV3-DR5-E33-LD-SAM1-T10.czi,qDII-DR5-CLV3-LD_E33_171106_sam01_t10
qDII-CLV3-DR5-E33-LD-SAM1-T14.czi,qDII-DR5-CLV3-LD_E33_171106_sam01_t14
qDII-CLV3-DR5-E33-LD-SAM2.czi,qDII-DR5-CLV3-LD_E33_171106_sam02_t00
qDII-CLV3-DR5-E33-LD-SAM2-T5.czi,qDII-DR5-CLV3-LD_E33_171106_sam02_t05
qDII-CLV3-DR5-E33-LD-SAM2-T10.czi,qDII-DR5-CLV3-LD_E33_171106_sam02_t10
qDII-CLV3-DR5-E33-LD-SAM2-T14.czi,qDII-DR5-CLV3-LD_E33_171106_sam02_t14
qDII-CLV3-DR5-E33-LD-SAM3.czi,qDII-DR5-CLV3-LD_E33_171106_sam03_t00
qDII-CLV3-DR5-E33-LD-SAM3-T5.czi,qDII-DR5-CLV3-LD_E33_171106_sam03_t05
qDII-CLV3-DR5-E33-LD-SAM3-T10.czi,qDII-DR5-CLV3-LD_E33_171106_sam03_t10
qDII-CLV3-DR5-E33-LD-SAM3-T14.czi,qDII-DR5-CLV3-LD_E33_171106_sam03_t14
qDII-CLV3-DR5-E33-LD-SAM4.czi,qDII-DR5-CLV3-LD_E33_171106_sam04_t00
qDII-CLV3-DR5-E33-LD-SAM4-T5.czi,qDII-DR5-CLV3-LD_E33_171106_sam04_t05
qDII-CLV3-DR5-E33-LD-SAM4-T10.czi,qDII-DR5-CLV3-LD_E33_171106_sam04_t10
qDII-CLV3-DR5-E33-LD-SAM4-T14.czi,qDII-DR5-CLV3-LD_E33_171106_sam04_t14
qDII-CLV3-DR5-E33-LD-SAM7.czi,qDII-DR5-CLV3-LD_E33_171106_sam07_t00
qDII-CLV3-DR5-E33-LD-SAM7-T5.czi,qDII-DR5-CLV3-LD_E33_171106_sam07_t05
qDII-CLV3-DR5-E33-LD-SAM7-T10.czi,qDII-DR5-CLV3-LD_E33_171106_sam07_t10
qDII-CLV3-DR5-E33-LD-SAM7-T14.czi,qDII-DR5-CLV3-LD_E33_171106_sam07_t14
qDII-CLV3-PIN1-PI-E35-LD-SAM4-T0.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam04_t00
qDII-CLV3-PIN1-PI-E35-LD-SAM4-T5.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam04_t05
qDII-CLV3-PIN1-PI-E35-LD-SAM4-T10.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam04_t10
qDII-CLV3-PIN1-PI-E35-LD-SAM4-T14.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam04_t14
qDII-CLV3-PIN1-PI-E35-LD-SAM6.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam06_t00
qDII-CLV3-PIN1-PI-E35-LD-SAM6-T5.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam06_t05
qDII-CLV3-PIN1-PI-E35-LD-SAM6-T10.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam06_t10
qDII-CLV3-PIN1-PI-E35-LD-SAM6-T14.czi,qDII-PIN1-CLV3-PI-LD_E35_171110_sam06_t14
qDII-CLV3-PIN1-PI-E37-LD-SAM5.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam05_t00
qDII-CLV3-PIN1-PI-E37-LD-SAM5-T5.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam05_t05
qDII-CLV3-PIN1-PI-E37-LD-SAM5-T10.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam05_t10
qDII-CLV3-PIN1-PI-E37-LD-SAM5-T14.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam05_t14
qDII-CLV3-PIN1-PI-E37-LD-SAM7.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam07_t00
qDII-CLV3-PIN1-PI-E37-LD-SAM7-T5.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam07_t05
qDII-CLV3-PIN1-PI-E37-LD-SAM7-T10.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam07_t10
qDII-CLV3-PIN1-PI-E37-LD-SAM7-T14.czi,qDII-PIN1-CLV3-PI-LD_E37_171113_sam07_t14
20180501 LTi6b-GFP_24r_1_T0.czi,LTI6B-LD_TEST_170105_sam01_t00
20180501 LTi6b-GFP_24r_1_T6.czi,LTI6B-LD_TEST_170105_sam01_t06
20180501 LTi6b-GFP_24r_1_T12.czi,LTI6B-LD_TEST_170105_sam01_t12
20180501 LTi6b-GFP_24r_1_T24.czi,LTI6B-LD_TEST_170105_sam01_t24
20180501 LTi6b-GFP_24r_1_T30.czi,LTI6B-LD_TEST_170105_sam01_t30
20180501 LTi6b-GFP_24r_2_T0.czi,LTI6B-LD_TEST_170105_sam02_t00
20180501 LTi6b-GFP_24r_2_T6.czi,LTI6B-LD_TEST_170105_sam02_t06
20180501 LTi6b-GFP_24r_2_T12.czi,LTI6B-LD_TEST_170105_sam02_t12
20180501 LTi6b-GFP_24r_2_T24.czi,LTI6B-LD_TEST_170105_sam02_t24
20180501 LTi6b-GFP_24r_2_T30.czi,LTI6B-LD_TEST_170105_sam02_t30
20180501 LTi6b-GFP_24r_3_T0.czi,LTI6B-LD_TEST_170105_sam03_t00
20180501 LTi6b-GFP_24r_3_T6.czi,LTI6B-LD_TEST_170105_sam03_t06
20180501 LTi6b-GFP_24r_3_T12.czi,LTI6B-LD_TEST_170105_sam03_t12
20180501 LTi6b-GFP_24r_3_T24.czi,LTI6B-LD_TEST_170105_sam03_t24
20180501 LTi6b-GFP_24r_3_T30.czi,LTI6B-LD_TEST_170105_sam03_t30
qDII-CLV3-DR5-E51-LD-IAA 1mM 300min-SAM1.czi,qDII-DR5-CLV3-LD_E51_180203_sam01_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 300min-SAM1-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam01_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 300min-SAM1-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam01_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 300min-SAM1-T12.czi,qDII-DR5-CLV3-LD_E51_180203_sam01_t12
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM5.czi,qDII-DR5-CLV3-LD_E51_180203_sam05_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM5-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam05_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM5-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam05_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM5-T12.czi,qDII-DR5-CLV3-LD_E51_180203_sam05_t12
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM6.czi,qDII-DR5-CLV3-LD_E51_180203_sam06_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM6-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam06_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM6-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam06_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 120min-SAM6-T12.czi,qDII-DR5-CLV3-LD_E51_180203_sam06_t12
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM7.czi,qDII-DR5-CLV3-LD_E51_180203_sam07_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM7-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam07_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM7-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam07_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM7-12.czi,qDII-DR5-CLV3-LD_E51_180203_sam07_t12
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM8.czi,qDII-DR5-CLV3-LD_E51_180203_sam08_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM8-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam08_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM8-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam08_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM8-12.czi,qDII-DR5-CLV3-LD_E51_180203_sam08_t12
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM9.czi,qDII-DR5-CLV3-LD_E51_180203_sam09_t00
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM9-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam09_t04
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM9-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam09_t08
qDII-CLV3-DR5-E51-LD-IAA 1mM 30min-SAM9-12.czi,qDII-DR5-CLV3-LD_E51_180203_sam09_t12
qDII-CLV3-DR5-E51-LD-mock-SAM10.czi,qDII-DR5-CLV3-LD_E51_180203_sam10_t00
qDII-CLV3-DR5-E51-LD-mock-SAM10-T4.czi,qDII-DR5-CLV3-LD_E51_180203_sam10_t04
qDII-CLV3-DR5-E51-LD-mock-SAM10-T8.czi,qDII-DR5-CLV3-LD_E51_180203_sam10_t08
qDII-CLV3-DR5-E51-LD-mock-SAM10-T12.czi,qDII-DR5-CLV3-LD_E51_180203_sam10_t12
